block,pika_treatment,posion_plant_treatment,year,plant,bites_steps_ratio,num,yak_num,month
4,pika,S. chamaejasme,2022,forbs,0.1,30,yak_1,August
1,no pika,No S. chamaejasme,2023,sedges,0.52,13,yak_1,June
1,no pika,No S. chamaejasme,2023,grasses,0.18,14,yak_1,June
1,no pika,No S. chamaejasme,2023,forbs,0.13,15,yak_1,June
1,no pika,No S. chamaejasme,2023,sedges,0.75,16,yak_2,June
1,no pika,No S. chamaejasme,2023,grasses,0.43,17,yak_2,June
1,no pika,No S. chamaejasme,2023,forbs,0.13,18,yak_2,June
1,no pika,No S. chamaejasme,2023,sedges,0.55,19,yak_1,July
1,no pika,No S. chamaejasme,2023,grasses,0.2,20,yak_1,July
1,no pika,No S. chamaejasme,2023,forbs,0.17,21,yak_1,July
1,no pika,No S. chamaejasme,2023,sedges,0.45,22,yak_2,July
1,no pika,No S. chamaejasme,2023,grasses,0.31,23,yak_2,July
1,no pika,No S. chamaejasme,2023,forbs,0.12,24,yak_2,July
1,no pika,No S. chamaejasme,2023,sedges,0.55,25,yak_1,August
1,no pika,No S. chamaejasme,2023,grasses,0.24,26,yak_1,August
1,no pika,No S. chamaejasme,2023,forbs,0.12,27,yak_1,August
1,no pika,No S. chamaejasme,2023,sedges,0.5,28,yak_1,August
1,no pika,No S. chamaejasme,2023,grasses,0.2,29,yak_1,August
1,no pika,No S. chamaejasme,2023,forbs,0.19,30,yak_1,August
2,no pika,No S. chamaejasme,2023,sedges,0.59,13,yak_1,June
2,no pika,No S. chamaejasme,2023,grasses,0.42,14,yak_1,June
2,no pika,No S. chamaejasme,2023,forbs,0.15,15,yak_1,June
2,no pika,No S. chamaejasme,2023,sedges,0.65,16,yak_2,June
2,no pika,No S. chamaejasme,2023,grasses,0.6,17,yak_2,June
2,no pika,No S. chamaejasme,2023,forbs,0.17,18,yak_2,June
2,no pika,No S. chamaejasme,2023,sedges,0.51,19,yak_1,July
2,no pika,No S. chamaejasme,2023,grasses,0.24,20,yak_1,July
2,no pika,No S. chamaejasme,2023,forbs,0.13,21,yak_1,July
2,no pika,No S. chamaejasme,2023,sedges,0.42,22,yak_2,July
2,no pika,No S. chamaejasme,2023,grasses,0.28,23,yak_2,July
2,no pika,No S. chamaejasme,2023,forbs,0.14,24,yak_2,July
2,no pika,No S. chamaejasme,2023,sedges,0.51,25,yak_1,August
2,no pika,No S. chamaejasme,2023,grasses,0.34,26,yak_1,August
2,no pika,No S. chamaejasme,2023,forbs,0.12,27,yak_1,August
2,no pika,No S. chamaejasme,2023,sedges,0.34,28,yak_1,August
2,no pika,No S. chamaejasme,2023,grasses,0.23,29,yak_1,August
2,no pika,No S. chamaejasme,2023,forbs,0.1,30,yak_1,August
3,no pika,No S. chamaejasme,2023,sedges,0.45,13,yak_1,June
3,no pika,No S. chamaejasme,2023,grasses,0.13,14,yak_1,June
3,no pika,No S. chamaejasme,2023,forbs,0.19,15,yak_1,June
3,no pika,No S. chamaejasme,2023,sedges,0.53,16,yak_2,June
3,no pika,No S. chamaejasme,2023,grasses,0.18,17,yak_2,June
3,no pika,No S. chamaejasme,2023,forbs,0.16,18,yak_2,June
3,no pika,No S. chamaejasme,2023,sedges,0.62,19,yak_1,July
3,no pika,No S. chamaejasme,2023,grasses,0.17,20,yak_1,July
3,no pika,No S. chamaejasme,2023,forbs,0.08,21,yak_1,July
3,no pika,No S. chamaejasme,2023,sedges,0.46,22,yak_2,July
3,no pika,No S. chamaejasme,2023,grasses,0.39,23,yak_2,July
3,no pika,No S. chamaejasme,2023,forbs,0.08,24,yak_2,July
3,no pika,No S. chamaejasme,2023,sedges,0.25,25,yak_1,August
3,no pika,No S. chamaejasme,2023,grasses,0.42,26,yak_1,August
3,no pika,No S. chamaejasme,2023,forbs,0.13,27,yak_1,August
3,no pika,No S. chamaejasme,2023,sedges,0.91,28,yak_1,August
3,no pika,No S. chamaejasme,2023,grasses,0.53,29,yak_1,August
3,no pika,No S. chamaejasme,2023,forbs,0.11,30,yak_1,August
4,no pika,No S. chamaejasme,2023,sedges,0.42,13,yak_1,June
4,no pika,No S. chamaejasme,2023,grasses,0.28,14,yak_1,June
4,no pika,No S. chamaejasme,2023,forbs,0.15,15,yak_1,June
4,no pika,No S. chamaejasme,2023,sedges,0.41,16,yak_2,June
4,no pika,No S. chamaejasme,2023,grasses,0.52,17,yak_2,June
4,no pika,No S. chamaejasme,2023,forbs,0.19,18,yak_2,June
4,no pika,No S. chamaejasme,2023,sedges,0.77,19,yak_1,July
4,no pika,No S. chamaejasme,2023,grasses,0.2,20,yak_1,July
4,no pika,No S. chamaejasme,2023,forbs,0.18,21,yak_1,July
4,no pika,No S. chamaejasme,2023,sedges,0.3,22,yak_2,July
4,no pika,No S. chamaejasme,2023,grasses,0.19,23,yak_2,July
4,no pika,No S. chamaejasme,2023,forbs,0.2,24,yak_2,July
4,no pika,No S. chamaejasme,2023,sedges,0.5,25,yak_1,August
4,no pika,No S. chamaejasme,2023,grasses,0.17,26,yak_1,August
4,no pika,No S. chamaejasme,2023,forbs,0.14,27,yak_1,August
4,no pika,No S. chamaejasme,2023,sedges,0.38,28,yak_1,August
4,no pika,No S. chamaejasme,2023,grasses,0.33,29,yak_1,August
4,no pika,No S. chamaejasme,2023,forbs,0.14,30,yak_1,August
1,pika,No S. chamaejasme,2023,sedges,0.73,13,yak_1,June
1,pika,No S. chamaejasme,2023,grasses,0.41,14,yak_1,June
1,pika,No S. chamaejasme,2023,forbs,0.15,15,yak_1,June
1,pika,No S. chamaejasme,2023,sedges,0.55,16,yak_2,June
1,pika,No S. chamaejasme,2023,grasses,0.16,17,yak_2,June
1,pika,No S. chamaejasme,2023,forbs,0.18,18,yak_2,June
1,pika,No S. chamaejasme,2023,sedges,0.71,19,yak_1,July
1,pika,No S. chamaejasme,2023,grasses,0.36,20,yak_1,July
1,pika,No S. chamaejasme,2023,forbs,0.28,21,yak_1,July
1,pika,No S. chamaejasme,2023,sedges,0.43,22,yak_2,July
1,pika,No S. chamaejasme,2023,grasses,0.25,23,yak_2,July
1,pika,No S. chamaejasme,2023,forbs,0.16,24,yak_2,July
1,pika,No S. chamaejasme,2023,sedges,0.55,25,yak_1,August
1,pika,No S. chamaejasme,2023,grasses,0.31,26,yak_1,August
1,pika,No S. chamaejasme,2023,forbs,0.19,27,yak_1,August
1,pika,No S. chamaejasme,2023,sedges,0.5,28,yak_1,August
1,pika,No S. chamaejasme,2023,grasses,0.28,29,yak_1,August
1,pika,No S. chamaejasme,2023,forbs,0.15,30,yak_1,August
2,pika,No S. chamaejasme,2023,sedges,0.93,13,yak_1,June
2,pika,No S. chamaejasme,2023,grasses,0.46,14,yak_1,June
2,pika,No S. chamaejasme,2023,forbs,0.13,15,yak_1,June
2,pika,No S. chamaejasme,2023,sedges,0.44,16,yak_2,June
2,pika,No S. chamaejasme,2023,grasses,0.42,17,yak_2,June
2,pika,No S. chamaejasme,2023,forbs,0.15,18,yak_2,June
2,pika,No S. chamaejasme,2023,sedges,0.49,19,yak_1,July
2,pika,No S. chamaejasme,2023,grasses,0.3,20,yak_1,July
2,pika,No S. chamaejasme,2023,forbs,0.13,21,yak_1,July
2,pika,No S. chamaejasme,2023,sedges,0.74,22,yak_2,July
2,pika,No S. chamaejasme,2023,grasses,0.25,23,yak_2,July
2,pika,No S. chamaejasme,2023,forbs,0.13,24,yak_2,July
2,pika,No S. chamaejasme,2023,sedges,0.57,25,yak_1,August
2,pika,No S. chamaejasme,2023,grasses,0.23,26,yak_1,August
2,pika,No S. chamaejasme,2023,forbs,0.19,27,yak_1,August
2,pika,No S. chamaejasme,2023,sedges,0.26,28,yak_1,August
2,pika,No S. chamaejasme,2023,grasses,0.15,29,yak_1,August
2,pika,No S. chamaejasme,2023,forbs,0.14,30,yak_1,August
3,pika,No S. chamaejasme,2023,sedges,0.7,13,yak_1,June
3,pika,No S. chamaejasme,2023,grasses,0.24,14,yak_1,June
3,pika,No S. chamaejasme,2023,forbs,0.23,15,yak_1,June
3,pika,No S. chamaejasme,2023,sedges,0.48,16,yak_2,June
3,pika,No S. chamaejasme,2023,grasses,0.16,17,yak_2,June
3,pika,No S. chamaejasme,2023,forbs,0.13,18,yak_2,June
3,pika,No S. chamaejasme,2023,sedges,0.61,19,yak_1,July
3,pika,No S. chamaejasme,2023,grasses,0.15,20,yak_1,July
3,pika,No S. chamaejasme,2023,forbs,0.09,21,yak_1,July
3,pika,No S. chamaejasme,2023,sedges,0.59,22,yak_2,July
3,pika,No S. chamaejasme,2023,grasses,0.23,23,yak_2,July
3,pika,No S. chamaejasme,2023,forbs,0.17,24,yak_2,July
3,pika,No S. chamaejasme,2023,sedges,0.4,25,yak_1,August
3,pika,No S. chamaejasme,2023,grasses,0.24,26,yak_1,August
3,pika,No S. chamaejasme,2023,forbs,0.12,27,yak_1,August
3,pika,No S. chamaejasme,2023,sedges,0.38,28,yak_1,August
3,pika,No S. chamaejasme,2023,grasses,0.25,29,yak_1,August
3,pika,No S. chamaejasme,2023,forbs,0.15,30,yak_1,August
4,pika,No S. chamaejasme,2023,sedges,0.46,13,yak_1,June
4,pika,No S. chamaejasme,2023,grasses,0.33,14,yak_1,June
4,pika,No S. chamaejasme,2023,forbs,0.07,15,yak_1,June
4,pika,No S. chamaejasme,2023,sedges,0.77,16,yak_2,June
4,pika,No S. chamaejasme,2023,grasses,0.37,17,yak_2,June
4,pika,No S. chamaejasme,2023,forbs,0.09,18,yak_2,June
4,pika,No S. chamaejasme,2023,sedges,0.51,19,yak_1,July
4,pika,No S. chamaejasme,2023,grasses,0.19,20,yak_1,July
4,pika,No S. chamaejasme,2023,forbs,0.11,21,yak_1,July
4,pika,No S. chamaejasme,2023,sedges,0.42,22,yak_2,July
4,pika,No S. chamaejasme,2023,grasses,0.38,23,yak_2,July
4,pika,No S. chamaejasme,2023,forbs,0.13,24,yak_2,July
4,pika,No S. chamaejasme,2023,sedges,0.58,25,yak_1,August
4,pika,No S. chamaejasme,2023,grasses,0.26,26,yak_1,August
4,pika,No S. chamaejasme,2023,forbs,0.13,27,yak_1,August
4,pika,No S. chamaejasme,2023,sedges,0.57,28,yak_1,August
4,pika,No S. chamaejasme,2023,grasses,0.38,29,yak_1,August
4,pika,No S. chamaejasme,2023,forbs,0.09,30,yak_1,August
1,no pika,S. chamaejasme,2023,sedges,0.31,13,yak_1,June
1,no pika,S. chamaejasme,2023,grasses,0.11,14,yak_1,June
1,no pika,S. chamaejasme,2023,forbs,0.09,15,yak_1,June
1,no pika,S. chamaejasme,2023,sedges,0.28,16,yak_2,June
1,no pika,S. chamaejasme,2023,grasses,0.11,17,yak_2,June
1,no pika,S. chamaejasme,2023,forbs,0.14,18,yak_2,June
1,no pika,S. chamaejasme,2023,sedges,0.29,19,yak_1,July
1,no pika,S. chamaejasme,2023,grasses,0.14,20,yak_1,July
1,no pika,S. chamaejasme,2023,forbs,0.16,21,yak_1,July
1,no pika,S. chamaejasme,2023,sedges,0.45,22,yak_2,July
1,no pika,S. chamaejasme,2023,grasses,0.21,23,yak_2,July
1,no pika,S. chamaejasme,2023,forbs,0.13,24,yak_2,July
1,no pika,S. chamaejasme,2023,sedges,0.19,25,yak_1,August
1,no pika,S. chamaejasme,2023,grasses,0.08,26,yak_1,August
1,no pika,S. chamaejasme,2023,forbs,0.15,27,yak_1,August
1,no pika,S. chamaejasme,2023,sedges,0.29,28,yak_1,August
1,no pika,S. chamaejasme,2023,grasses,0.11,29,yak_1,August
1,no pika,S. chamaejasme,2023,forbs,0.14,30,yak_1,August
2,no pika,S. chamaejasme,2023,sedges,0.2,13,yak_1,June
2,no pika,S. chamaejasme,2023,grasses,0.14,14,yak_1,June
2,no pika,S. chamaejasme,2023,forbs,0.1,15,yak_1,June
2,no pika,S. chamaejasme,2023,sedges,0.23,16,yak_2,June
2,no pika,S. chamaejasme,2023,grasses,0.21,17,yak_2,June
2,no pika,S. chamaejasme,2023,forbs,0.11,18,yak_2,June
2,no pika,S. chamaejasme,2023,sedges,0.32,19,yak_1,July
2,no pika,S. chamaejasme,2023,grasses,0.17,20,yak_1,July
2,no pika,S. chamaejasme,2023,forbs,0.08,21,yak_1,July
2,no pika,S. chamaejasme,2023,sedges,0.42,22,yak_2,July
2,no pika,S. chamaejasme,2023,grasses,0.12,23,yak_2,July
2,no pika,S. chamaejasme,2023,forbs,0.15,24,yak_2,July
2,no pika,S. chamaejasme,2023,sedges,0.36,25,yak_1,August
2,no pika,S. chamaejasme,2023,grasses,0.15,26,yak_1,August
2,no pika,S. chamaejasme,2023,forbs,0.16,27,yak_1,August
2,no pika,S. chamaejasme,2023,sedges,0.31,28,yak_1,August
2,no pika,S. chamaejasme,2023,grasses,0.24,29,yak_1,August
2,no pika,S. chamaejasme,2023,forbs,0.16,30,yak_1,August
3,no pika,S. chamaejasme,2023,sedges,0.25,13,yak_1,June
3,no pika,S. chamaejasme,2023,grasses,0.2,14,yak_1,June
3,no pika,S. chamaejasme,2023,forbs,0.24,15,yak_1,June
3,no pika,S. chamaejasme,2023,sedges,0.18,16,yak_2,June
3,no pika,S. chamaejasme,2023,grasses,0.12,17,yak_2,June
3,no pika,S. chamaejasme,2023,forbs,0.08,18,yak_2,June
3,no pika,S. chamaejasme,2023,sedges,0.26,19,yak_1,July
3,no pika,S. chamaejasme,2023,grasses,0.15,20,yak_1,July
3,no pika,S. chamaejasme,2023,forbs,0.07,21,yak_1,July
3,no pika,S. chamaejasme,2023,sedges,0.28,22,yak_2,July
3,no pika,S. chamaejasme,2023,grasses,0.15,23,yak_2,July
3,no pika,S. chamaejasme,2023,forbs,0.1,24,yak_2,July
3,no pika,S. chamaejasme,2023,sedges,0.33,25,yak_1,August
3,no pika,S. chamaejasme,2023,grasses,0.12,26,yak_1,August
3,no pika,S. chamaejasme,2023,forbs,0.1,27,yak_1,August
3,no pika,S. chamaejasme,2023,sedges,0.23,28,yak_1,August
3,no pika,S. chamaejasme,2023,grasses,0.27,29,yak_1,August
3,no pika,S. chamaejasme,2023,forbs,0.1,30,yak_1,August
4,no pika,S. chamaejasme,2023,sedges,0.21,13,yak_1,June
4,no pika,S. chamaejasme,2023,grasses,0.19,14,yak_1,June
4,no pika,S. chamaejasme,2023,forbs,0.27,15,yak_1,June
4,no pika,S. chamaejasme,2023,sedges,0.19,16,yak_2,June
4,no pika,S. chamaejasme,2023,grasses,0.18,17,yak_2,June
4,no pika,S. chamaejasme,2023,forbs,0.09,18,yak_2,June
4,no pika,S. chamaejasme,2023,sedges,0.15,19,yak_1,July
4,no pika,S. chamaejasme,2023,grasses,0.18,20,yak_1,July
4,no pika,S. chamaejasme,2023,forbs,0.08,21,yak_1,July
4,no pika,S. chamaejasme,2023,sedges,0.18,22,yak_2,July
4,no pika,S. chamaejasme,2023,grasses,0.12,23,yak_2,July
4,no pika,S. chamaejasme,2023,forbs,0.17,24,yak_2,July
4,no pika,S. chamaejasme,2023,sedges,0.29,25,yak_1,August
4,no pika,S. chamaejasme,2023,grasses,0.15,26,yak_1,August
4,no pika,S. chamaejasme,2023,forbs,0.1,27,yak_1,August
4,no pika,S. chamaejasme,2023,sedges,0.23,28,yak_1,August
4,no pika,S. chamaejasme,2023,grasses,0.14,29,yak_1,August
4,no pika,S. chamaejasme,2023,forbs,0.08,30,yak_1,August
1,pika,S. chamaejasme,2023,sedges,0.47,13,yak_1,June
1,pika,S. chamaejasme,2023,grasses,0.66,14,yak_1,June
1,pika,S. chamaejasme,2023,forbs,0.16,15,yak_1,June
1,pika,S. chamaejasme,2023,sedges,0.56,16,yak_2,June
1,pika,S. chamaejasme,2023,grasses,0.48,17,yak_2,June
1,pika,S. chamaejasme,2023,forbs,0.36,18,yak_2,June
1,pika,S. chamaejasme,2023,sedges,1,19,yak_1,July
1,pika,S. chamaejasme,2023,grasses,0.29,20,yak_1,July
1,pika,S. chamaejasme,2023,forbs,0.25,21,yak_1,July
1,pika,S. chamaejasme,2023,sedges,0.97,22,yak_2,July
1,pika,S. chamaejasme,2023,grasses,0.44,23,yak_2,July
1,pika,S. chamaejasme,2023,forbs,0.42,24,yak_2,July
1,pika,S. chamaejasme,2023,sedges,0.5,25,yak_1,August
1,pika,S. chamaejasme,2023,grasses,0.23,26,yak_1,August
1,pika,S. chamaejasme,2023,forbs,0.11,27,yak_1,August
1,pika,S. chamaejasme,2023,sedges,0.65,28,yak_1,August
1,pika,S. chamaejasme,2023,grasses,0.28,29,yak_1,August
1,pika,S. chamaejasme,2023,forbs,0.21,30,yak_1,August
2,pika,S. chamaejasme,2023,sedges,0.53,13,yak_1,June
2,pika,S. chamaejasme,2023,grasses,0.24,14,yak_1,June
2,pika,S. chamaejasme,2023,forbs,0.25,15,yak_1,June
2,pika,S. chamaejasme,2023,sedges,0.69,16,yak_2,June
2,pika,S. chamaejasme,2023,grasses,0.17,17,yak_2,June
2,pika,S. chamaejasme,2023,forbs,0.26,18,yak_2,June
2,pika,S. chamaejasme,2023,sedges,0.54,19,yak_1,July
2,pika,S. chamaejasme,2023,grasses,0.35,20,yak_1,July
2,pika,S. chamaejasme,2023,forbs,0.1,21,yak_1,July
2,pika,S. chamaejasme,2023,sedges,0.42,22,yak_2,July
2,pika,S. chamaejasme,2023,grasses,0.26,23,yak_2,July
2,pika,S. chamaejasme,2023,forbs,0.17,24,yak_2,July
2,pika,S. chamaejasme,2023,sedges,0.44,25,yak_1,August
2,pika,S. chamaejasme,2023,grasses,0.23,26,yak_1,August
2,pika,S. chamaejasme,2023,forbs,0.12,27,yak_1,August
2,pika,S. chamaejasme,2023,sedges,0.46,28,yak_1,August
2,pika,S. chamaejasme,2023,grasses,0.15,29,yak_1,August
2,pika,S. chamaejasme,2023,forbs,0.13,30,yak_1,August
3,pika,S. chamaejasme,2023,sedges,0.29,13,yak_1,June
3,pika,S. chamaejasme,2023,grasses,0.14,14,yak_1,June
3,pika,S. chamaejasme,2023,forbs,0.15,15,yak_1,June
3,pika,S. chamaejasme,2023,sedges,0.38,16,yak_2,June
3,pika,S. chamaejasme,2023,grasses,0.23,17,yak_2,June
3,pika,S. chamaejasme,2023,forbs,0.18,18,yak_2,June
3,pika,S. chamaejasme,2023,sedges,0.77,19,yak_1,July
3,pika,S. chamaejasme,2023,grasses,0.32,20,yak_1,July
3,pika,S. chamaejasme,2023,forbs,0.08,21,yak_1,July
3,pika,S. chamaejasme,2023,sedges,0.26,22,yak_2,July
3,pika,S. chamaejasme,2023,grasses,0.2,23,yak_2,July
3,pika,S. chamaejasme,2023,forbs,0.13,24,yak_2,July
3,pika,S. chamaejasme,2023,sedges,0.47,25,yak_1,August
3,pika,S. chamaejasme,2023,grasses,0.37,26,yak_1,August
3,pika,S. chamaejasme,2023,forbs,0.15,27,yak_1,August
3,pika,S. chamaejasme,2023,sedges,0.55,28,yak_1,August
3,pika,S. chamaejasme,2023,grasses,0.2,29,yak_1,August
3,pika,S. chamaejasme,2023,forbs,0.16,30,yak_1,August
4,pika,S. chamaejasme,2023,sedges,0.41,13,yak_1,June
4,pika,S. chamaejasme,2023,grasses,0.31,14,yak_1,June
4,pika,S. chamaejasme,2023,forbs,0.34,15,yak_1,June
4,pika,S. chamaejasme,2023,sedges,0.41,16,yak_2,June
4,pika,S. chamaejasme,2023,grasses,0.24,17,yak_2,June
4,pika,S. chamaejasme,2023,forbs,0.11,18,yak_2,June
4,pika,S. chamaejasme,2023,sedges,0.42,19,yak_1,July
4,pika,S. chamaejasme,2023,grasses,0.22,20,yak_1,July
4,pika,S. chamaejasme,2023,forbs,0.12,21,yak_1,July
4,pika,S. chamaejasme,2023,sedges,0.39,22,yak_2,July
4,pika,S. chamaejasme,2023,grasses,0.27,23,yak_2,July
4,pika,S. chamaejasme,2023,forbs,0.21,24,yak_2,July
4,pika,S. chamaejasme,2023,sedges,0.84,25,yak_1,August
4,pika,S. chamaejasme,2023,grasses,0.56,26,yak_1,August
4,pika,S. chamaejasme,2023,forbs,0.29,27,yak_1,August
4,pika,S. chamaejasme,2023,sedges,0.53,28,yak_1,August
4,pika,S. chamaejasme,2023,grasses,0.35,29,yak_1,August
4,pika,S. chamaejasme,2023,forbs,0.21,30,yak_1,August
